track_id,Title,artist_id,Popularity,album_id,Release_date,Explicit
7DbwjUjoy6q5lkGW49D42N,Mystifies Me,5HFtQOrPHOFptM1WF9xPuK,31,7tVd8q9bYYl11OIXx6xz2X,1974,False
4I0y9VniZ7JlDYthP8Vpo9,Pienso en Ti,0EmeFodog0BfCgMzAIvKQp,48,3HLngzP9wVd8p3SMDQgyd9,1995-10-06,False
6fI5PugHpCL9IzpoCzRSNn,A New Hope,6FBDaR13swtiWwGhX1WQsP,37,2CoVyQi2zIifUNBcVR0gEH,1997,False
0bjKbwEvZfU5epyZ3aZm1y,A Man I'll Never Be,29kkCKKGXheHuoO829FxWK,44,2bJalk1WMed8Z2CZca2zKp,1978-08-02,False
5kFI6t6P5jsdjIxjJ2jFjt,Above the Clouds,7jefIIksOi1EazgRTfW2Pk,38,7a35UzxXYuKQGMGImyB0Un,1976-09-01,False
2eD5bmknmcojiCxoKpvVTI,Calypso,7EK1bQADBoqbYXnT4Cqv9w,52,6IPZ8ArBkdRBDmI3zG5hpE,1975-09,False
4uIjNF84ZbteunNMxr4Xc0,Keep the Customer Satisfied,70cRZdQywnSFp9pnc2WTCE,47,0JwHz5SSvpYWuuCNbtYZoV,1970-01-26,False
5KBKqxYY263Tr0haAu3fMz,Sometimes,3G3Gdm0ZRAOxLrbyjfhii5,52,3GH4IiI6jQAIvnHVdb5FB6,1991-11-04,False
1ZwHq094yOjH9hFYyouTOW,My Baby Left Me,43ZHCT0cAZBISjO8DG9PnE,39,1NVsMlJgD5GHf0CT1IewbU,1959-01-23,False
6HLciiLMPssno4lT4gbObT,Love Your Love The Most,2IvkS5MXK0vPGnwyJsrEyV,0,0QZc1pzqelwhdKftQQDdUw,2009-01-01,False
2KiW2M0f0F9qNI0HdCCc7P,It's No Secret,2qFr8w5sWUITRlzZ9kZotF,34,4WqJrAJCPjmYTzvN1PTWaB,1966-08-15,False
3O4s2m47MFhnGqmpkjoKYk,Leader of the Band,0cA5Tg15TwARIRZeiNT1RO,61,2HBiEHyRhKl6dxWBKQpxID,1995,False
6lib77q4koq52srysevRfT,Only a Pawn in Their Game,74ASZWbe4lXaubB36ztrGX,34,7DZeLXvr9eTVpyI1OlqtcS,1964-01-13,False
2apGuU9Opl48vH5DcF0jxM,From Here To Eternity,6jU2Tt13MmXYk0ZBv1KmfO,25,5YMhaVdRj9hSEpiIvdvlmY,1977-01-01,False
3LrdrGd8Fv3uiJNq9b5wj3,Malted Milk,0f8MDDzIc6M4uH1xH0o0gy,21,5uY1YiCRs5CMpcFKBxUe92,1936,False
5DY2MyjIlecnD2QHakgnDR,Steppin' In A Slide Zone,5BcZ22XONcRoLhTbZRuME1,30,58Lnkf8TmX0GyxK45vfN1K,1978-06-09,False
3rm6yFyS9FidnIsrEM4hg5,Bo Diddley,3wYyutjgII8LJVVOLrGI0D,33,72QSyNcmV41CbpjbM8eq24,1963-02-16,False
7sBxoj9SBNKxVIcLiFxnwQ,Walk Away,1l7ZsJRRS8wlW3WfJfPfNS,44,2USigX9DhGuAini71XZEEK,2002-07-19,False
6xatfNMI8NkY5XxRHAeiS4,Stand By Your Man,1LFKKuzn302wp15dYH28id,60,4yyvXQaZrk45jH6tzvGPwg,1964,False
5yQgbjGfbj2U02m3M2wX3N,Stand by Your Man,1LFKKuzn302wp15dYH28id,46,0q0llpTYCmEoe5bBQ367Eu,1966,False
2MgU9POlKGLcf6nM7Hr2KL,Stand By Your Man,1LFKKuzn302wp15dYH28id,27,5QF3r0KyftGsWWs6zmyfNI,1969,False
2Cb2l4UoXynCHCeCYHRZN8,Stand By Your Man,1LFKKuzn302wp15dYH28id,51,1m4lP2IzV8Z1oEUYMHMClr,1968,False
72BnKkKnrOeCDY9vy2avFk,Ti Sento,449mAbddAC2PAgNM3TLyc5,57,7fK9JzCaIIIWehaWd7IoUE,1991-01-01,False
0dWJor0j9Wr9Mfs0YTlQN8,Stormy Weather,1YzCsTRb22dQkh9lghPIrp,12,2YliGLupRmayvY7eC6Es7r,1956-01-01,False
3mwIoHzwnTnGWjAUVqajLr,Stormy Weather,1YzCsTRb22dQkh9lghPIrp,44,2mvImLm7gwMWXS83pxYU73,1953-03-01,False
61pfH5ZqhvVf0IZsH971TF,Johnny,6biWAmrHyiMkX49LkycGqQ,22,3E54AKQSvQlQekosA4SuT3,1976,False
51q4ozK5Wilju7hD7TeY2R,Help Me Make It Through the Night,69wzuykaVXlRS5KVygESvd,26,68TPeSvOZY5XEIYS32wMle,1971-01-05,False
1V2kXIdFjcSNQJ8dkb3u9i,Simple,2LMR8u7DOMF0FBseDpTsRa,1,2OL3bdhLHq5jOd90srWpmr,2013,False
4KNxYUdIDJXS7pOZTH34Sk,Destroy Babylon,1oVj9JmPUPg4SQ2uerV2xc,26,3L5ykuyj6QenhXBi2kAtZU,1983,False
6sbj89WozjblBMa5u41orw,Running Scared,0JDkhL4rjiPNEp92jAgJnS,45,21REQ6X34DCAcoxtj654TI,1962-01-01,False
5Kz7bPBrpetIDU0DUiC8cq,Two Tickets To Paradise,4Tw2N3wdvJPGEU7JqMxFfE,31,590LYMDhJ9uUglR8QeNGWz,2001-07-16,False
5YxEnjsmZ7evSmOFaRuvRt,Two Tickets To Paradise,4Tw2N3wdvJPGEU7JqMxFfE,38,24WAUPqhxqUbdbcRDHQ8Yr,1977,False
22CIOfLZB9z8He7WgHYAgH,Two Tickets to Paradise (2022 Remaster),4Tw2N3wdvJPGEU7JqMxFfE,61,5gMrkmI53zEn98WDwU0iye,1977-12-01,False
7pLuEMFougkSHXrPBtNxTR,Smooth Operator,47zz7sob9NUcODy0BTDvKx,60,3JcNnjMVSKiNpqhErZarW0,1984-07-16,False
2u6PeEPCbQUP656PbSi7AH,Things Behind The Sun,5c3GLXai8YOMid29ZEuR9y,0,7KyvfoQhqlNLPNb98yY0pf,1972-02-25,False
237SMLdswRjGJmU445btJI,New Day For You,4mITrNyXdPhy8phBHPgAHk,30,00xEP6mttj5DF3eZWU3DCw,1987-10-20,False
0jNjI4KJleZP7EuzpzOvTo,Escuchame,4ff5IojFqry4841QjwULTV,52,6P0UmFchxwG3RijyKf4XRb,1999-01-01,False
4Rtx0zFndC7iDhZpIcJbT3,Scared,2ASrZfFxWDnzsNwUQg3pzl,35,1g7xJwL29iNJxWfGePu7Vo,1989-05-09,False
6fW42fJKKQOdTp2PCQI9lQ,You No Se,6e9JKYVEoR2Ny0bFXjt4q2,38,15tLFVBTJL6uTlcBghmSoo,1989,False
0suRVpl5fIZVm7PuROSRsQ,Thinking About You,2Kx7MNY7cI1ENniW7vT30N,57,6hpBCxDD4f45hI0UMvOggI,2007-01-24,False
39wElQVcPbpxNuwex9NGjb,The Outlaw's Prayer,0DchahWJGQqrqr8PMM5zQD,19,3crMe3uTjLJKTYtgPjJge2,1976,False
2FEhotYzQW8wdxy6PN2WU8,Levi Stubbs' Tears,5yXAFDZNUNyO92l5WTImkO,40,4SHInzXVVo7px70j1FFKS2,1986,False
6RQnRYot6B3TPZsMbbSJ20,Never Give Up On The Good Times,0uq5PttqEjj3IH1bzwcrXF,48,3sr6lAuO3nmB1u8ZuQgpiX,1997-01-01,False
52wJxmylAs50mIrmzANewR,Mining For Gold,3CYSRCHfilgR8DSbkCMp5j,36,566tD6a3xWL6MKLWkw8ERz,1988-11-02,False
3iFUQwaSScquvQGH605LMU,Darby's Castle,0vYQRW5LIDeYQOccTviQNX,17,4HN8SWymMSOxquR6wY2vke,1970-01-01,False
1e0xsmVXtQyK1qn9ySs2YM,Philosophy,44gRHbEm4Uqa0ykW0rDTNk,38,2zNa1aZ0VaGfuiNqDbrQET,1995-01-01,False
2puN41crpRbHGmrXqsCT0q,Wrong,0pNaVvqSvldpJl7pHpNoM9,0,49BM6MWu4LbkGtCqLYEy6N,1993-11-23,False
4cucslsiEgezV2o900Ykg3,Building Steam With A Grain Of Salt,5CE2IfdYZEQGIDsfiRm8SI,0,4wvqGLk1HThPA0b5lzRK2l,1996-09-16,True
36V6Cb9DjnxlVNqqgD5piw,Only One You,23C7hNBr8GRdsk3VoTSZXh,35,6J6IoDmM8Ls9koPtdm11Yu,1979,False
1B7rsWK4bD7UYhAVQq6Wbq,Body,2yrbLiuBmc9j81lTX3XUuI,26,4nBMoo2lWA0tebq8iUWx1D,1984-07-02,False
31LyiJGtzOgt8I1YoIASV2,Rebel In Me,3rJ3m1tM6vUgiWLjfV8sRf,47,2vWg5H7yPW7oYfosL0AFil,1990-01-01,False
3AZ5XoHdiFpiKMky6M1Gt9,Suicidal Dream,4iudEcmuPlYNdbP3e1bdn1,52,4kp8sfeCDUMm4JKRdrD3aC,1995-03-27,False
2abVeDaMBdhBBdX8uCNt3S,Make It with You,70ZTdbPEcEugBNay4MvxfL,42,5vTHphvgbi5AOl4S6QWRY7,1985-08-13,False
7wWw7hBmErNg9u5w6Xx0vy,Make It with You,70ZTdbPEcEugBNay4MvxfL,71,2eTrV6WUTJtKFzg5iznPJ7,1970,False
5Vvs5xBG5ZN5CmNpFL8eDe,Anything,34c4iQ5tkaZKu6Sv28BTde,40,5FRzKiBPlUkfULxupLXK53,1992-01-01,False
05ko0ar9JFHKLvNRFWSzO5,Coven in Charing Cross,6eTKX1Kyy9gMamdDyj736Y,0,70KgcJk95sPNf40AdcF2Oj,1969,False
1jJenVEjsXClGR4n4vJkMu,God Gave Rock 'N' Roll To You II,07XSN3sPlIlB2L2XNcTwJw,55,70eknRp5bKGdFq0rJ7kA3x,1992-01-01,False
5VVWgWH8HFLAtM8lbttvn9,Stockholm Syndrome,12Chz98pHFMPJEknJQMWvI,10,0HcHPBu9aaF1MxOiZmUQTl,2004-03-23,False
65fqcmj2M1EiERwDoIflDt,Modern Crusaders,3DmG65yHQsMms7WAvrZOdt,47,7DYEllaK5Cxa2cbcCF1QDV,2000,False
5xzdDMhFYiuUONB0Mha9VS,The Locomotion,4S76LQXJD6N2uPcLhKejG8,61,1e6fzvmRJi8r6TInJhimdj,1962-01-01,False
0dRhSF9LV0HR8Jwd3MMMKJ,Everytime,26dSoYclwsYLMAKD3tpOr4,66,0z7pVBGOD7HCIB7S8eLkLI,2003-11-13,False
2UE4m8egf0aREmOi47sDOk,Next Girl,7mnBLXK823vNxN3UWB7Gfz,47,7qE6RXYyz5kj5Tll7mJU0v,2010-05-18,False
0fBSiPNH7Qjv4Z2MgQdf0s,Penicillin Penny,2Mhi3jfuRSdbVZPdjqsnnN,20,0U2I58Kp4n7YvqFkBVYoeQ,1976,False
0jQ6JOVJqRb70yo1DFjeUC,This Is My Country,1b1N51wmSK0ckxFAMPSSHO,23,1kKPH6oqlh9iPP3uAQhb68,1968,False
42GP0xKtkolBnmqQRvSllO,Welcome Home,3utxjLheHaVEd9bPjQRsy8,64,4nYsnQpTAQaPzrPc6rOsBN,2005-01-15,True
18ESXa5mEm1V4Pkt5GSXWx,Cherry Pie,7HLvzuM9p11k9lUQfSM4Rq,64,5TMMmKdys49eu6QSPC9sdB,1990-05-01,False
5qgsBerHUKcrFUax7FqcsG,She's a Super Lady,19y5MFBH7gohEdGwKM7QsP,37,1B4oPgG5ljWTRxsKcTHAYn,1981-07-23,False
2EpPgLaCzXNp49ZfiX4GMC,Grey Matter,5LXEAEGrpKQtpyCu2sZuWu,40,14BomeBLJVLqsgVSdrC6Wc,1982-01-01,False
6Eu31gddWw0gOGO506pJYA,Fearless,06HL4z0CvFAxyc27GXpf02,56,2dqn5yOQWdyGwOpOIi9O4x,2008-11-11,False
3F6czr26ZwGU5O5CHY04Ma,Fearless,06HL4z0CvFAxyc27GXpf02,42,43OpbkiiIxJO8ktIB777Nn,2008-11-11,False
5hKvkvpH0vd3NyuCuTbZf1,No Shoes,1yNOfXGQNGjAynk77wv85x,30,3a9R9D77P7YMCG24vpsulQ,1960-01-01,False
3kfXUGIdBNpyr2gBvU3Guj,Angel,7Ey4PD4MYsKc5I2dolUwbH,63,3XYqOJI1YlX40kJTdzFEzp,1987-01-01,False
6gHLIb0BeNvhv4w14aC5VU,You Never Even Called Me By My Name,6nwh8AhPpbwOUnHZJWrHT6,0,3tDh59DsUo7kRxj4tNGIVl,1985-08-06,False
29TI0GvP5gMQMPTJjdMe0H,You Never Even Called Me By My Name,6nwh8AhPpbwOUnHZJWrHT6,54,7oSNiyE3ZinACkLFKikw7l,1975,False
2t8bnZqxfcEybJ47qOPPTn,You Never Even Called Me By My Name,6nwh8AhPpbwOUnHZJWrHT6,0,0gETy5dF8aflh0F52lXaWZ,1974,False
6cPLCU7hKjgjvLWzCevl7R,Vivo per lei,3EA9hVIzKfFiQI0Kikz2wo,67,3uARqNN4bYqts3Ltg5Jku3,1995-01-01,False
7lFgli7y2vo7sjgynHZzBP,Kickapoo,1XpDYCrUJnvCo9Ez6yeMWh,60,3tYcwViLCWsT1ssa5p7V7A,2006-11-02,True
5QxSNwBnEmCOUyos3iMjmd,Re-Align,6gZq1Q6bdOxsUPUG1TaFbF,45,1iNAtkD0iP1wEE8ItzfjZk,2003-04-08,False
3daDd8yhWLgeWyCeZp9eIj,You And Your Heart,3GBPw9NK25X1Wt2OUvOwY3,55,0IsTL8lnrHuNvpMPawAFRs,2010-01-01,False
3Mp4lDIGyCBVWDSF6ALaEd,Jewel,5q2ehaRqAFmM6tLl4vaVwP,43,3nFSPWRHULzYNWGQoDzjKV,1993,False
6c2qCpSjexlM9HYg9TnFFt,Spoonful,5v8WPpMk60cqZbuZLdXjKY,38,5kOOtdwY3JI17osYqWEbnD,1947,False
0RbBdEK8ew0gKGEgTsjrEg,To Hell and Back,5fwaejlOHVBAw1KhIPPaQe,0,1e6Osda6t8UDFYQ29sFVlV,1982-11-01,False
2hyyA7U1m1pFlZcEyl91jH,Pitch In OnA Party,0b2XeWDPeBiLeskT6RFqMb,50,5PXzxg04jRvEujq0gxbVi8,2000,True
1N7qu71GFoEzp7KK10Y7m3,Pitch In OnA Party,0b2XeWDPeBiLeskT6RFqMb,26,6TTsyHPY6wg1djlwSCGZpk,1991,True
6ZUQhRkFJqiPsOucrXZwS6,Umbrella,46gyXjRIvN1NL1eCB8GBxo,54,1CFjrFSA35xbgP134I8Xtq,2009-08-25,False
6OxnToSgslbtjJuNSKSdDQ,Every Woman in the World,4xXCRXOfQKQ2gjWxNhNzYW,64,3fB2z5YtmKvSCu77Z3nTnW,1980-02-25,False
15FemTRww0eSTvhcAH2Lu3,I've Seen The Saucers - Remastered 1995,3PhoLpVuITZKcymswpck5b,25,2R5dzEQT6MDsnwiZSpWgqC,1974-06-28,False
4rAnSE0E0f33unxXsQa5Fr,Lunatic Fringe,4EGlaDAVZTNNknDdKHrHRp,57,24xLvFKw7kxpwe3YRK00Ch,1981-01-01,False
2Uw9ZuFXoZgeohnv4zFOq8,I Like Fucking,0gvHPdYxlU94W7V5MSIlFe,41,6kwyhuzuCrz4N4vMhZ9Deb,1998-06-23,False
23wfXwnsPZYe5A1xXRHb3J,The Way I Am,7dGJo4pcD2V6oG8kP0tJRR,73,6t7956yu5zYf5A829XRiHC,2000-05-23,True
6OtCIsQZ64Vs1EbzztvAv4,Good Life,5Pwc4xIPtQLFEnJriah9YJ,74,2pLAOZiilrhOrTQNqrF8qr,2009-01-01,True
6K8oEYCYwvEQWvq8hEDuDi,So It Goes,3BqaUtuQmqIHg7B5Bc7fP7,0,1K68hZSPZ5ixxFuztAh4fv,1989-10-17,False
6EZsucUbKS1mmWohoHXtJW,Vete Ya,108moq3rq6bm1M4Ypz0J02,54,4WrhrIl5r8G26F9Woj3W1J,1994-01-01,False
5OgEIWyZirV9efbkCxEoZL,Let Me In,2qFr8w5sWUITRlzZ9kZotF,22,4WqJrAJCPjmYTzvN1PTWaB,1966-08-15,False
3yobQNuKVJ62WDU7h725Fu,Fade To Grey,0EPf9vAXPdFV5Ezp1sMX8B,64,6NsHH43MNyI3q6Uv53jSDf,1980-01-01,False
5plAqAzJrUxe8RB7CVveZV,Play Me Some Fiddle,12d4iIvTOk7JkI6ecvc3ca,29,3ntl3KgaLDbSnnuai9AusB,1989-10-17,False
5ltBmvHslf7tplG5QfLmTt,Te Quiero Te Quiero,03zz3zpyV15ZGw1cgjZ7tj,56,6IXbg5QxJ4hGkrnTZo3n1B,1976-01-01,False
1Cwsd5xI8CajJz795oy4XF,You Get What You Give,0Grjlu7ncIuCaSYvCs9fcd,76,13btXEnBerpA1UjIVtsMAR,1998-01-01,False
1R79vtF6xSaDdTrh8qId8W,Abolish Government/Silent Majority,4oPMm2idleIKLdBWgZilSi,47,3CB74Cm0oYsV3hyv0EjREv,1997-01-01,True
2raNLL2FWxWNA4veLZIuAj,Humming,6liAMWkVf5LH7YR9yfFy1Y,40,3G36754KQVLyGuskraEAVA,1997-01-01,False
6pDq07l6Lq99Z34N0iYQFM,That Rock Won't Roll,0FcmRWJUfnCuwoXE1H2b0H,29,4PC7zY5OzzLCSadCFB9OLv,1998-05-18,False
2GinEvCvwEV4M5JHtnEzHC,Love To Love You Baby,2eogQKWWoohI3BSnoG7E2U,40,1DeQ0MqQiY2RpMSMFEsILA,1979-10-15,False
6Szw3sQC5Zssr15AJsUY9J,Love To Love You Baby,2eogQKWWoohI3BSnoG7E2U,51,210folYgKMSZAz4IiqDnmy,1975-08-27,False
4QvdgQSQnOUza57BmPK4fZ,I Think I'm in Love,6DKmuXxXASTF6xaJwcTfjv,39,56YzQ0dhmRMDryZsrjdHun,1997-06-16,False
2vRdgBjvjF6LHaWVssDeGN,The Sky Children,5efZAHycAVv2oTu3D5DNSy,36,5fJeHZxuTPxAGyJGQpGt5Z,1967-01-01,False
400ZJAUFuEuIGXhr7ie4xf,Wrapped Around Your Finger - Remastered 2003,5NGO30tJxFlKixkPSgXcFE,60,5W9OT0a5iZlBr83a9WMKFY,1983-06-17,False
2gXvgBpMaDZRxctxbI3Zpc,New Pony,74ASZWbe4lXaubB36ztrGX,30,0bd6oCsp5JoJ5erpMzHu1U,1978-06-15,False
5r1RRIizK2WACdbjQTDSss,Jingle Bell Rock,4cPHsZM98sKzmV26wlwD2W,14,1gAceSZFd4irbzRRHLof8U,1999-01-01,False
6oSoqM0Otpmuowlzx0jYvK,Goodnight Irene,4xls23Ye9WR9yy3yYMpAMm,23,1JBYRvTqupypDqppNkjGt4,1964-08,False
2bS2tETCzUmjALnXEvhOGo,Lotta Love,0NCXrh1XOnHNp4mM0JUFJw,55,4IYDdR6uUcazKjPPzJJzfu,1978,False
6FAUi2Xm6RCF0wpwG8oXGZ,The Carpal Tunnel Of Love,4UXqAaa6dQYAk18Lv7PEgX,53,0hHopYqXhuvYSHtVyrcb1g,2007-01-01,False
3L6QNpfmdYuIG1ey3RqMDb,High Time,4salDzkGmfycRqNUbyBphh,22,0fRptUxZ5A1EAJww9bcqu6,1983-01-01,False
4a9J6WXI80bMW7m6OvE8eH,New York City,3Ovf2lytXSXWFM2cwsJACC,2,69vZLhYByMOqdKgsJarLsM,1943,False
6wn61Fzx9XMxQmieLpoIhW,White Horse,06HL4z0CvFAxyc27GXpf02,50,2dqn5yOQWdyGwOpOIi9O4x,2008-11-11,False
7KQvT4YuzcmyogWg7Gq4Z5,Up North Trip,6O2zJ0tId7g07yzHtX0yap,47,1cCAb1vN8uUsdfEylVmTLs,1995-04-25,True
7uljNKb9leurDlZYAagvgK,Total Hate '95,0cQbJU1aAzvbEmTuljWLlF,47,05bHPJh4ONOeKzIGxqsEUw,1995-03-25,False
5ISCPV5GnIYbtvVrPohEm6,Single Life,545idYhdloaSlLGBY8E9u2,44,5QUldCK9QqBg5Gv1LVJvDI,2002-06-18,False
0oVWPlnK5eAqnJCVB0FvpP,American Soldier,2bA6fzP0lMAQ4kz6CF61w8,59,7xPAsIGxs8It3pVWnZEHan,2003-11-04,False
3O02KGbzUvHYa1YkaGyHzK,It Be's That Way Sometime,7G1GBhoKtEPnP86X2PvEYO,32,2miVfa78vOd0o8Vbsgd7g3,1967,False
0dWRLm1poqzSYI5FsV6Bqo,Tobacco Road,2qFr8w5sWUITRlzZ9kZotF,38,4WqJrAJCPjmYTzvN1PTWaB,1966-08-15,False
3WaRGIBMhgbwzfH36MsQDZ,You're All Talk,1LB8qB5BPb3MHQrfkvifXU,22,2sXJQdHykPYcRQ7xFhwzMR,1977-09,False
0bKZa2zldftYPRrSRscmG2,Straight Out Of Line,6gZq1Q6bdOxsUPUG1TaFbF,54,1iNAtkD0iP1wEE8ItzfjZk,2003-04-08,False
6xXlurslWqFuyqTCBlErzX,Awake,6gZq1Q6bdOxsUPUG1TaFbF,67,4uNwpYU5QyX2u0kkkEFLR4,2000-10-31,True
